Incident name,Incident Id,Priority score,Tags,Severity,Investigation state,Categories,Impacted assets,Active alerts,Service sources,Detection sources,Product names,Last update time,Last activity,Policy name,Data sensitivity,Status,Assigned to,Classification,Determination,Device groups,Creation time,Workspaces,Cloud Scopes
Brute Force Login Detection,1,,-,high,Unsupported alert type,CredentialAccess,-,1,Microsoft Sentinel,Scheduled detection,Microsoft Sentinel,2026-05-09T13:15:26.560Z,2026-05-09T13:10:08.989Z,Brute Force Login Detection,-,Active,Unassigned,Not set,Not set,-,2026-05-09T13:15:26.523Z,sentinel-logs,
